6.71E+01,2.62E-01
6.63E+01,2.64E-01
6.53E+01,2.65E-01
6.43E+01,2.67E-01
6.36E+01,2.68E-01
6.34E+01,2.69E-01
6.38E+01,2.71E-01
6.48E+01,2.72E-01
6.64E+01,2.74E-01
6.82E+01,2.75E-01
6.99E+01,2.76E-01
7.13E+01,2.78E-01
7.20E+01,2.79E-01
7.18E+01,2.81E-01
7.07E+01,2.82E-01
6.87E+01,2.83E-01
6.61E+01,2.85E-01
6.33E+01,2.86E-01
6.07E+01,2.87E-01
5.86E+01,2.89E-01
5.74E+01,2.90E-01
5.73E+01,2.92E-01
5.82E+01,2.93E-01
6.02E+01,2.94E-01
6.29E+01,2.96E-01
6.58E+01,2.97E-01
6.87E+01,2.99E-01
7.12E+01,3.00E-01
7.29E+01,3.01E-01
7.36E+01,3.03E-01
7.35E+01,3.04E-01
7.25E+01,3.06E-01
7.09E+01,3.07E-01
6.90E+01,3.08E-01
6.71E+01,3.10E-01
6.54E+01,3.11E-01
6.43E+01,3.12E-01
6.40E+01,3.14E-01
6.44E+01,3.15E-01
6.57E+01,3.17E-01
6.78E+01,3.18E-01
7.05E+01,3.19E-01
7.37E+01,3.21E-01
7.73E+01,3.22E-01
8.08E+01,3.24E-01
8.42E+01,3.25E-01
8.70E+01,3.26E-01
8.91E+01,3.28E-01
9.00E+01,3.29E-01
8.97E+01,3.31E-01
8.79E+01,3.32E-01
8.47E+01,3.33E-01
8.03E+01,3.35E-01
7.49E+01,3.36E-01
6.90E+01,3.37E-01
6.32E+01,3.39E-01
5.80E+01,3.40E-01
5.40E+01,3.42E-01
5.17E+01,3.43E-01
5.14E+01,3.44E-01
5.29E+01,3.46E-01
5.62E+01,3.47E-01
6.08E+01,3.49E-01
6.60E+01,3.50E-01
7.11E+01,3.51E-01
7.53E+01,3.53E-01
7.81E+01,3.54E-01
